delivery_date,base_pred,peak_pred,offpeak_pred,base_actual,peak_actual,offpeak_actual,base_p10,base_p25,base_p75,base_p90,intraday_spread_pred,peak_base_premium_pred,peak_base_premium_actual,avg_residual_load_mw,avg_res_penetration,avg_wind_mw,avg_solar_mw,gas_price,min_hour_pred,max_hour_pred,n_negative_hours_pred
2024-11-12,161.87976259702646,199.52281703012295,124.23670816393,166.40791666666667,202.68999999999997,130.12583333333333,100.8073014198003,115.65969270792687,173.71159130698555,257.66339310844745,262.5105627334966,37.643054433096495,36.282083333333304,51505.79145833334,0.12567534721154103,5473.019166666668,1879.963125,43.728,2,16,0
2024-11-13,164.9392441394409,206.61798276586407,123.26050551301772,149.44875,172.67583333333334,126.22166666666668,102.39093924318088,106.74840669332725,193.80743202204638,258.3644274741248,284.07862163468974,41.67873862642318,23.227083333333354,49572.21833333333,0.15007196796167818,7752.8237500000005,969.8685416666667,44.255,22,16,0
2024-11-14,142.94229353267949,177.55105349768985,108.33353356766905,122.38083333333333,136.99666666666667,107.76500000000003,85.48082071977069,104.6693470874102,157.58789389318872,219.92663092186424,251.91753742693493,34.608759965010364,14.615833333333342,42114.07104166666,0.28684448576871796,15327.787812499999,1426.8797916666665,43.666,2,16,0
2024-11-15,128.4718721282117,149.26053411142405,107.68321014499935,123.81500000000001,132.58833333333334,115.04166666666667,98.43236646777454,102.02971331958162,144.57584817773733,173.02340319252838,139.0482594333564,20.788661983212364,8.773333333333326,44561.24114583334,0.2339822554504143,11767.1259375,1698.0482291666667,46.224,23,16,0
2024-11-16,85.0483891770136,100.16561962172818,69.93115873229904,93.44708333333334,102.83416666666669,84.05999999999999,67.1137949282938,71.58719830098677,84.23496986043835,119.96987571970524,121.19338547375688,15.117230444714579,9.38708333333335,23155.790937499998,0.5334733119407058,24297.684791666663,2135.9343750000003,46.551,23,16,0
2024-11-17,38.81010592574038,53.70312109055772,23.917090760923035,62.870000000000005,66.89583333333333,58.844166666666666,10.502979946791552,15.362026594536577,38.60041355857612,90.07550697693821,139.8120327773072,14.893015164817342,4.025833333333324,11093.017083333332,0.7646467914285248,34247.495625,1863.5614583333333,46.551,5,16,0
2024-11-18,94.886884742137,120.53933646611439,69.23443301815962,106.32541666666667,121.94,90.71083333333335,18.74754549630043,79.18911199628965,112.91878881143222,149.56338698036754,186.23760262619763,25.652451723977393,15.614583333333329,27352.38229166667,0.5450031448559601,29176.988645833335,2213.8053124999997,46.551,2,16,0
2024-11-19,122.36201577253273,138.80065894078413,105.92337260428131,123.70416666666667,139.88833333333335,107.52,96.88788068138501,103.50151452881487,128.89867440811227,166.85587721982205,127.08427155595845,16.438643168251403,16.184166666666684,36811.6728125,0.3860044937343554,22834.69208333333,705.7744791666665,46.9,2,16,0
2024-11-20,110.83261087418573,124.37629477559142,97.28892697278009,114.77333333333333,124.685,104.86166666666668,90.218308301903,92.78214374434168,115.79413077584147,145.63406941986136,106.47396411170162,13.543683901405686,9.911666666666676,32112.774583333332,0.4369238539870895,22779.999895833334,2478.6367708333332,45.668,2,16,0
2024-11-21,120.16017945413182,140.94009898517837,99.38025992308526,124.24125,142.71666666666664,105.76583333333333,79.58554909331339,98.55608435978738,128.2472316829089,171.72948590550743,147.94096466017953,20.779919531046545,18.475416666666646,36987.41552083333,0.38711469374802276,21134.6753125,2086.5841666666665,46.796,2,16,0
2024-11-22,103.70454377982485,109.18234587771359,98.22674168193608,109.79916666666666,117.15833333333335,102.44000000000001,85.2698948966576,90.96415150360437,114.86779778072443,129.48700247975952,74.24751375689735,5.477802097888741,7.359166666666681,28096.76416666666,0.5224156200223594,29557.845208333336,1943.0041666666666,48.303,23,16,0
2024-11-23,74.43426074512047,98.72285275483534,50.14566873540559,72.73,81.20333333333333,64.25666666666667,31.04575590411179,49.53432178445037,94.71091013656945,110.47282409807634,132.49907050855597,24.288592009714876,8.47333333333333,17067.032708333336,0.6725241126893141,31363.445416666666,2459.1302083333335,47.018,23,16,0
2024-11-24,18.8454430574361,28.09031241095617,9.600573703916032,3.873333333333333,7.1000000000000005,0.6466666666666666,1.2015216775169937,8.830338818805743,19.738925640912523,44.0014712702527,81.1632359748983,9.24486935352007,3.2266666666666675,1051.0108333333326,0.9864351691382218,43517.32885416667,2344.284375,47.018,5,16,1
