delivery_date,base_pred,peak_pred,offpeak_pred,base_p10,base_p90,base_actual,peak_actual,peak_premium,next_7d_base_mean,next_30d_base_mean,next_7d_peak_mean,next_30d_peak_mean,next_7d_base_p10,next_7d_base_p90,next_30d_base_p10,next_30d_base_p90
2024-11-13,164.9392441394409,206.61798276586407,123.26050551301772,102.39093924318088,258.3644274741248,149.44875,172.67583333333334,41.67873862642318,148.05319615943426,132.83722351264302,179.28395604932103,155.10923673941812,98.20354848551487,231.8372348062837,91.3783806663609,195.90461674550127
2024-11-14,142.94229353267949,177.55105349768985,108.33353356766905,85.48082071977069,219.92663092186424,122.38083333333333,136.99666666666667,34.608759965010364,145.6863464105814,133.5590142283599,177.72718026297545,156.71222365072325,95.57801581786785,230.02746145936914,90.9571263844616,197.6204749009558
2024-11-15,128.4718721282117,149.26053411142405,107.68321014499935,98.43236646777454,173.02340319252838,123.81500000000001,132.58833333333334,20.788661983212364,143.22769647944304,133.21987142168337,174.24647195975734,156.2154443481033,95.38655666737303,222.18067432099474,91.45547572334912,195.98067012039397
2024-11-16,85.0483891770136,100.16561962172818,69.93115873229904,67.1137949282938,119.96987571970524,93.44708333333334,102.83416666666669,15.117230444714579,136.68450344620706,130.2091537813915,166.17349009167668,152.71233030270486,91.9614673680566,208.85694407915793,89.93412067365817,191.22999547035093
2024-11-17,38.81010592574038,53.70312109055772,23.917090760923035,10.502979946791552,90.07550697693821,62.870000000000005,66.89583333333333,14.893015164817342,123.60353386754271,124.83273920164731,151.52607139773696,146.88825917257856,80.09585913951629,191.57999394781805,85.26170063090132,185.27973144132665
2024-11-18,94.886884742137,120.53933646611439,69.23443301815962,18.74754549630043,149.56338698036754,106.32541666666667,121.94,25.652451723977393,116.71122174889277,123.16908062056342,143.90863779764302,145.42443013333053,69.06796403170173,181.22666062485368,81.56646979009015,183.29549008238448
2024-11-19,122.36201577253273,138.80065894078413,105.92337260428131,96.88788068138501,166.85587721982205,123.70416666666667,139.88833333333335,16.438643168251403,111.06582934539368,123.12660352329864,135.23404378488036,145.07581059688073,68.5080467833567,168.25415835505007,82.37285983700042,182.43024730014434
2024-11-20,110.83261087418573,124.37629477559142,97.28892697278009,90.218308301903,145.63406941986136,114.77333333333333,124.685,13.543683901405686,103.3363103075001,122.511903890843,123.48523121484139,144.04083480581627,66.76909950603128,152.1498214901553,82.76513226024554,180.5904384061302
2024-11-21,120.16017945413182,140.94009898517837,99.38025992308526,79.58554909331339,171.72948590550743,124.24125,142.71666666666664,20.779919531046545,100.08172258199329,122.39991701290435,118.25509485591117,143.89318071911924,65.92691784510882,145.26451505924717,82.61372353801067,180.16848828705292
2024-11-22,103.70454377982485,109.18234587771359,98.22674168193608,85.2698948966576,129.48700247975952,109.79916666666666,117.15833333333335,5.477802097888741,96.54353281793802,121.55012732049167,112.52963939395254,142.31541549905535,64.04656476352069,139.04502924313732,82.73445859976735,177.8647843867214
2024-11-23,74.43426074512047,98.72285275483534,50.14566873540559,31.04575590411179,110.47282409807634,72.73,81.20333333333333,24.288592009714876,95.027228756239,119.50161138243205,112.32352984153928,140.42008668408926,58.89398776006611,137.68830758290463,80.48712369995624,174.9346991567803
2024-11-24,18.8454430574361,28.09031241095617,9.600573703916032,1.2015216775169937,44.0014712702527,3.873333333333333,7.1000000000000005,9.24486935352007,92.17513406076695,115.30760436889055,108.66455717302479,135.7396794227087,57.565208007312606,131.10630248194957,77.18355694902128,169.47914799484167
2024-11-25,67.95683355281541,86.52186851427206,49.39179859135876,11.26918488631684,124.0562765409654,58.79708333333334,80.0,18.565034961456647,88.32798389086386,113.41357353624753,103.80491889419015,133.77096698637123,56.496870777314946,127.46242956203498,74.5469820665131,167.66223313668664
2024-11-26,117.49706949043609,135.81184282079656,99.18229616007561,75.63912159836845,151.96319185167255,113.38333333333334,125.9491666666667,18.314773330360467,87.63299156485006,113.57063107294711,103.37794516276335,133.8494622107722,53.461333765455436,125.33490308087076,74.58898743312292,167.0584238564938
2024-11-27,106.74208284730446,119.18684057174546,94.29732512286346,35.72535311475612,155.22539730004377,117.67166666666667,127.96333333333332,12.444757724441004,87.04863041815274,113.31772187940479,102.63659456221394,133.3064021500675,45.67662588157731,126.70509277803967,73.1495935694797,166.62016361366227
2024-11-28,93.81148268691459,118.45555556749694,69.16740980633224,14.184955484982135,143.89508290144735,98.61875000000002,119.88000000000001,24.644072880582357,83.28453087997886,112.621070479673,99.42451693111659,132.77601477211857,36.33368393752999,122.72874949174538,71.0437136378905,165.80855358822603
2024-11-29,151.83208920125912,173.50599246102965,130.1581859414886,116.61829169708697,195.29858591923937,129.77,137.815,21.673903259770526,90.15989451161231,113.97317457352078,108.61360930016176,134.18049676139137,40.81202633759133,132.13040426881392,72.61525081234555,166.82545125481272
2024-11-30,102.6912343317844,111.11101456203188,94.27145410153692,78.317052235007,138.6030023752178,104.27499999999999,110.00916666666667,8.419780230247483,94.19660502399289,113.59710989879623,110.38334670118982,133.4115140214127,47.56506867057635,136.14900116554844,72.8053108597676,165.88470295882618
2024-12-01,95.16451813574967,102.75062606685066,87.57841020464866,80.74239680386995,119.53914833415806,93.55583333333334,99.68583333333332,7.586107931100983,105.09933003518053,114.24991839460606,121.04910579488902,134.20083190478493,58.928050831483915,146.94009788896346,73.54635562879915,166.68568093292163
